2.700000000000000000e+01,6.700000000000000178e+00,3.143000000000000000e+03,1.432362999999999831e-01,3.891000000000000227e+02,4.266999999999999886e+02,2.509999999999999787e+00,1.768000000000000000e+03,4.560000000000000164e-01,5.893319499999999778e+01,1.350000000000000089e+00,5.999999999999999464e-08,6.669999999999999929e+00,1.800000000000000000e+02,2.090000000000000000e+02,7.683333333333334236e-01,8.900000000000000000e+03,1.299999999999999920e-05
6.900000000000000000e+01,1.810000000000000142e+01,2.220000000000000000e+03,2.167244000000000115e-01,2.320000000000000000e+02,2.321999999999999886e+02,3.540000000000000036e+00,1.818000000000000000e+03,1.600000000000000033e-01,1.689342100000000073e+02,1.750000000000000000e+00,6.759999999999999652e-07,1.910000000000000142e+01,4.500000000000000000e+01,7.400000000000000000e+01,1.094999999999999973e+00,9.321000000000000000e+03,1.329999999999999972e-05
3.900000000000000000e+01,1.980000000000000071e+01,3.611000000000000000e+03,1.216986000000000040e-01,3.670000000000000000e+02,4.246999999999999886e+02,3.649999999999999911e+00,1.795000000000000000e+03,2.839999999999999747e-01,8.890585000000000093e+01,1.800000000000000044e+00,5.999999999999999728e-07,1.987999999999999901e+01,4.100000000000000000e+01,6.400000000000000000e+01,1.040000000000000036e+00,4.472000000000000000e+03,1.060000000000000016e-05
7.500000000000000000e+01,8.849999999999999645e+00,5.900000000000000000e+03,2.435163999999999662e-01,7.040000000000000000e+02,7.740000000000000000e+02,2.759999999999999787e+00,3.453000000000000000e+03,1.380000000000000115e-01,1.862069999999999936e+02,1.350000000000000089e+00,1.799999999999999971e-07,8.859999999999999432e+00,3.700000000000000000e+02,4.630000000000000000e+02,7.124999999999999112e-01,2.102000000000000000e+04,6.199999999999999931e-06
2.800000000000000000e+01,6.599999999999999645e+00,3.005000000000000000e+03,1.472067999999999988e-01,3.786000000000000227e+02,4.301000000000000227e+02,3.520000000000000018e+00,1.726000000000000000e+03,4.430000000000000049e-01,5.869339999999999691e+01,1.350000000000000089e+00,7.199999999999999621e-08,6.589999999999999858e+00,1.800000000000000000e+02,2.000000000000000000e+02,7.399999999999999911e-01,8.908000000000000000e+03,1.340000000000000045e-05
6.700000000000000000e+01,1.869999999999999929e+01,2.968000000000000000e+03,2.077949999999999797e-01,3.010000000000000000e+02,3.006000000000000227e+02,3.580000000000000071e+00,1.747000000000000000e+03,1.640000000000000069e-01,1.649303199999999947e+02,1.750000000000000000e+00,8.139999999999999568e-07,1.873999999999999844e+01,4.000000000000000000e+01,6.500000000000000000e+01,1.040999999999999925e+00,8.795000000000000000e+03,1.119999999999999949e-05
7.900000000000000000e+01,1.019999999999999929e+01,3.080000000000000000e+03,2.613699999999999912e-01,3.400000000000000000e+02,3.681999999999999886e+02,4.080000000000000071e+00,1.337579999999999927e+03,1.290000000000000036e-01,1.969665689999999927e+02,1.350000000000000089e+00,2.199999999999999848e-08,1.021000000000000085e+01,2.200000000000000000e+02,7.800000000000000000e+01,1.070000000000000062e+00,1.930000000000000000e+04,1.419999999999999957e-05
2.100000000000000000e+01,1.500000000000000000e+01,3.104000000000000000e+03,1.193833000000000116e-01,3.326999999999999886e+02,3.778000000000000114e+02,3.310000000000000053e+00,1.814000000000000000e+03,5.560000000000000497e-01,4.495591199999999787e+01,1.600000000000000089e+00,5.500000000000000281e-07,1.500000000000000000e+01,5.700000000000000000e+01,7.400000000000000000e+01,8.850000000000000089e-01,2.985000000000000000e+03,1.020000000000000060e-05
4.500000000000000000e+01,8.300000000000000711e+00,4.000000000000000000e+03,1.408378999999999881e-01,4.940000000000000000e+02,5.560000000000000000e+02,3.799999999999999822e+00,2.239000000000000000e+03,2.439999999999999947e-01,1.029055000000000035e+02,1.350000000000000089e+00,4.300000000000000123e-08,8.279999999999999361e+00,3.800000000000000000e+02,2.750000000000000000e+02,7.449999999999999956e-01,1.245000000000000000e+04,8.199999999999999417e-06
7.400000000000000000e+01,9.529999999999999361e+00,5.930000000000000000e+03,2.390503999999999962e-01,8.240000000000000000e+02,8.510000000000000000e+02,3.160000000000000142e+00,3.680000000000000000e+03,1.330000000000000071e-01,1.838400000000000034e+02,1.350000000000000089e+00,5.400000000000000047e-08,9.470000000000000639e+00,3.100000000000000000e+02,4.110000000000000000e+02,7.666666666666666075e-01,1.925000000000000000e+04,4.500000000000000114e-06
6.400000000000000000e+01,1.989999999999999858e+01,3.539000000000000000e+03,1.943999999999999895e-01,3.980000000000000000e+02,3.975000000000000000e+02,3.640000000000000124e+00,1.586000000000000000e+03,2.300000000000000100e-01,1.572500000000000000e+02,1.800000000000000044e+00,1.309999999999999951e-06,1.989999999999999858e+01,3.800000000000000000e+01,5.500000000000000000e+01,1.074999999999999956e+00,7.901000000000000000e+03,9.399999999999999786e-06
6.500000000000000000e+01,1.919999999999999929e+01,3.296000000000000000e+03,1.988630000000000120e-01,3.890000000000000000e+02,3.886999999999999886e+02,3.600000000000000089e+00,1.629000000000000000e+03,1.829999999999999960e-01,1.589253500000000088e+02,1.750000000000000000e+00,1.150000000000000001e-06,1.930000000000000071e+01,3.870000000000000284e+01,5.600000000000000000e+01,9.815000000000000391e-01,8.219000000000000000e+03,1.029999999999999964e-05
7.200000000000000000e+01,1.359999999999999964e+01,5.470000000000000000e+03,2.299869999999999970e-01,5.750000000000000000e+02,6.183999999999999773e+02,3.200000000000000178e+00,2.503000000000000000e+03,1.459999999999999909e-01,1.784900000000000091e+02,1.550000000000000044e+00,3.399999999999999740e-07,1.343999999999999950e+01,1.100000000000000000e+02,7.800000000000000000e+01,8.499999999999999778e-01,1.331000000000000000e+04,5.900000000000000262e-06
7.000000000000000000e+01,2.480000000000000071e+01,1.466000000000000000e+03,2.211899999999999977e-01,1.590000000000000000e+02,1.555999999999999943e+02,5.490000000000000213e+00,1.097000000000000000e+03,1.449999999999999900e-01,1.730399999999999920e+02,1.750000000000000000e+00,2.499999999999999887e-07,2.483999999999999986e+01,3.100000000000000000e+01,2.400000000000000000e+01,1.084000000000000075e+00,6.570000000000000000e+03,2.629999999999999892e-05
